bus_stop,high,medium,dessert,high,good,Baba Roma@coffee_002
bus_stop,medium,medium,dessert,high,good,Baba Roma@coffee_002
bus_stop,high,medium,snack,high,good,Baba Roma@coffee_002
bus_stop,medium,medium,snack,high,good,Baba Roma@coffee_002
bus_stop,high,medium,coffee,high,good,Baba Roma@coffee_002
bus_stop,medium,medium,coffee,high,good,Baba Roma@coffee_002
bus_stop,high,long,dessert,high,good,Baba Roma@coffee_002
bus_stop,medium,long,dessert,high,good,Baba Roma@coffee_002
bus_stop,high,long,snack,high,good,Baba Roma@coffee_002
bus_stop,medium,long,snack,high,good,Baba Roma@coffee_002
bus_stop,high,long,coffee,high,good,Baba Roma@coffee_002
bus_stop,medium,long,coffee,high,good,Baba Roma@coffee_002
bus_stop,high,medium,dessert,medium,good,Baba Roma@coffee_002
bus_stop,medium,medium,dessert,medium,good,Baba Roma@coffee_002
bus_stop,high,medium,snack,medium,good,Baba Roma@coffee_002
bus_stop,medium,medium,snack,medium,good,Baba Roma@coffee_002
bus_stop,high,medium,coffee,medium,good,Baba Roma@coffee_002
bus_stop,medium,medium,coffee,medium,good,Baba Roma@coffee_002
bus_stop,high,long,dessert,medium,good,Baba Roma@coffee_002
bus_stop,medium,long,dessert,medium,good,Baba Roma@coffee_002
bus_stop,high,long,snack,medium,good,Baba Roma@coffee_002
bus_stop,medium,long,snack,medium,good,Baba Roma@coffee_002
bus_stop,high,long,coffee,medium,good,Baba Roma@coffee_002
bus_stop,medium,long,coffee,medium,good,Baba Roma@coffee_002
main_building,high,medium,dessert,high,good,Baba Roma@coffee_002
main_building,medium,medium,dessert,high,good,Baba Roma@coffee_002
main_building,high,medium,snack,high,good,Baba Roma@coffee_002
main_building,medium,medium,snack,high,good,Baba Roma@coffee_002
main_building,high,medium,coffee,high,good,Baba Roma@coffee_002
main_building,medium,medium,coffee,high,good,Baba Roma@coffee_002
main_building,high,long,dessert,high,good,Baba Roma@coffee_002
main_building,medium,long,dessert,high,good,Baba Roma@coffee_002
main_building,high,long,snack,high,good,Baba Roma@coffee_002
main_building,medium,long,snack,high,good,Baba Roma@coffee_002
main_building,high,long,coffee,high,good,Baba Roma@coffee_002
main_building,medium,long,coffee,high,good,Baba Roma@coffee_002
main_building,high,medium,dessert,medium,good,Baba Roma@coffee_002
main_building,medium,medium,dessert,medium,good,Baba Roma@coffee_002
main_building,high,medium,snack,medium,good,Baba Roma@coffee_002
main_building,medium,medium,snack,medium,good,Baba Roma@coffee_002
main_building,high,medium,coffee,medium,good,Baba Roma@coffee_002
main_building,medium,medium,coffee,medium,good,Baba Roma@coffee_002
main_building,high,long,dessert,medium,good,Baba Roma@coffee_002
main_building,medium,long,dessert,medium,good,Baba Roma@coffee_002
main_building,high,long,snack,medium,good,Baba Roma@coffee_002
main_building,medium,long,snack,medium,good,Baba Roma@coffee_002
main_building,high,long,coffee,medium,good,Baba Roma@coffee_002
main_building,medium,long,coffee,medium,good,Baba Roma@coffee_002
bus_stop,high,long,full_meal,high,good,Rostics@cafe_016
bus_stop,high,medium,full_meal,high,good,Rostics@cafe_016
main_building,high,long,full_meal,high,good,Rostics@cafe_016
main_building,high,medium,full_meal,high,good,Rostics@cafe_016
main_building,medium,short,snack,low,bad,Starbooks@coffee_010
main_building,medium,short,snack,low,good,Starbooks@coffee_010
main_building,medium,short,coffee,low,bad,Starbooks@coffee_010
main_building,medium,short,coffee,low,good,Starbooks@coffee_010
main_building,medium,medium,snack,low,bad,Starbooks@coffee_010
main_building,medium,medium,snack,low,good,Starbooks@coffee_010
main_building,medium,medium,coffee,low,bad,Starbooks@coffee_010
main_building,medium,medium,coffee,low,good,Starbooks@coffee_010
main_building,medium,short,snack,medium,bad,Starbooks@coffee_010
main_building,medium,short,snack,medium,good,Starbooks@coffee_010
main_building,medium,short,coffee,medium,bad,Starbooks@coffee_010
main_building,medium,short,coffee,medium,good,Starbooks@coffee_010
main_building,medium,medium,snack,medium,bad,Starbooks@coffee_010
main_building,medium,medium,snack,medium,good,Starbooks@coffee_010
main_building,medium,medium,coffee,medium,bad,Starbooks@coffee_010
main_building,medium,medium,coffee,medium,good,Starbooks@coffee_010
second_building,medium,short,snack,low,bad,Starbooks@coffee_010
second_building,medium,short,snack,low,good,Starbooks@coffee_010
second_building,medium,short,coffee,low,bad,Starbooks@coffee_010
second_building,medium,short,coffee,low,good,Starbooks@coffee_010
second_building,medium,medium,snack,low,bad,Starbooks@coffee_010
second_building,medium,medium,snack,low,good,Starbooks@coffee_010
second_building,medium,medium,coffee,low,bad,Starbooks@coffee_010
second_building,medium,medium,coffee,low,good,Starbooks@coffee_010
second_building,medium,short,snack,medium,bad,Starbooks@coffee_010
second_building,medium,short,snack,medium,good,Starbooks@coffee_010
second_building,medium,short,coffee,medium,bad,Starbooks@coffee_010
second_building,medium,short,coffee,medium,good,Starbooks@coffee_010
second_building,medium,medium,snack,medium,bad,Starbooks@coffee_010
second_building,medium,medium,snack,medium,good,Starbooks@coffee_010
second_building,medium,medium,coffee,medium,bad,Starbooks@coffee_010
second_building,medium,medium,coffee,medium,good,Starbooks@coffee_010
campus,medium,short,snack,low,bad,Starbooks@coffee_010
campus,medium,short,snack,low,good,Starbooks@coffee_010
campus,medium,short,coffee,low,bad,Starbooks@coffee_010
campus,medium,short,coffee,low,good,Starbooks@coffee_010
campus,medium,medium,snack,low,bad,Starbooks@coffee_010
campus,medium,medium,snack,low,good,Starbooks@coffee_010
campus,medium,medium,coffee,low,bad,Starbooks@coffee_010
campus,medium,medium,coffee,low,good,Starbooks@coffee_010
campus,medium,short,snack,medium,bad,Starbooks@coffee_010
campus,medium,short,snack,medium,good,Starbooks@coffee_010
campus,medium,short,coffee,medium,bad,Starbooks@coffee_010
campus,medium,short,coffee,medium,good,Starbooks@coffee_010
campus,medium,medium,snack,medium,bad,Starbooks@coffee_010
campus,medium,medium,snack,medium,good,Starbooks@coffee_010
campus,medium,medium,coffee,medium,bad,Starbooks@coffee_010
campus,medium,medium,coffee,medium,good,Starbooks@coffee_010
main_building,low,very_short,coffee,medium,good,Xo bakery@coffee_013
main_building,low,very_short,coffee,medium,bad,Xo bakery@coffee_013
main_building,low,very_short,dessert,medium,good,Xo bakery@coffee_013
main_building,low,very_short,dessert,medium,bad,Xo bakery@coffee_013
main_building,low,very_short,snack,medium,good,Xo bakery@coffee_013
main_building,low,very_short,snack,medium,bad,Xo bakery@coffee_013
main_building,low,short,coffee,medium,good,Xo bakery@coffee_013
main_building,low,short,coffee,medium,bad,Xo bakery@coffee_013
main_building,low,short,dessert,medium,good,Xo bakery@coffee_013
main_building,low,short,dessert,medium,bad,Xo bakery@coffee_013
main_building,low,short,snack,medium,good,Xo bakery@coffee_013
main_building,low,short,snack,medium,bad,Xo bakery@coffee_013
second_building,low,very_short,coffee,medium,good,Xo bakery@coffee_013
second_building,low,very_short,coffee,medium,bad,Xo bakery@coffee_013
second_building,low,very_short,dessert,medium,good,Xo bakery@coffee_013
second_building,low,very_short,dessert,medium,bad,Xo bakery@coffee_013
second_building,low,very_short,snack,medium,good,Xo bakery@coffee_013
second_building,low,very_short,snack,medium,bad,Xo bakery@coffee_013
second_building,low,short,coffee,medium,good,Xo bakery@coffee_013
second_building,low,short,coffee,medium,bad,Xo bakery@coffee_013
second_building,low,short,dessert,medium,good,Xo bakery@coffee_013
second_building,low,short,dessert,medium,bad,Xo bakery@coffee_013
second_building,low,short,snack,medium,good,Xo bakery@coffee_013
second_building,low,short,snack,medium,bad,Xo bakery@coffee_013
main_building,high,medium,dessert,high,good,Абрикос@product_001
main_building,high,medium,coffee,high,good,Абрикос@product_001
main_building,high,medium,snack,high,good,Абрикос@product_001
